id,newcode,newcode2,delete,ValLabNum,ValLabel,var2000_1,var2000_2,var2001_1,var2001_2,var2002_1,var2002_2,var2003_1,var2003_2,var2004_1,var2004_2,var2005_1,,,,,
1005,JobSectorDer2,empsector,,3,Don’t know,,,Sector_Feb2001,Sector_Sep2001,Sector_Feb2002,Sector_Sep2002,Sector_Mar2003,Sector_Sep2003,Sector,Sector,Sector,,,,,
1005,JobSectorDer2,empsector,,4,Domestic workers,,,Sector_Feb2001,Sector_Sep2001,Sector_Feb2002,Sector_Sep2002,Sector_Mar2003,Sector_Sep2003,Sector,Sector,Sector,,,,,
1005,JobSectorDer2,empsector,,8,Not applicable,,,Sector_Feb2001,Sector_Sep2001,Sector_Feb2002,Sector_Sep2002,Sector_Mar2003,Sector_Sep2003,Sector,Sector,Sector,,,,,
1005,JobSectorDer2,empsector,,9,Unspecified,,,Sector_Feb2001,Sector_Sep2001,Sector_Feb2002,Sector_Sep2002,Sector_Mar2003,Sector_Sep2003,Sector,Sector,Sector,,,,,
174,JobMnHrsLstWk,mainjob_hrslstwk,,888,Not applicable,Q420aHrs_Feb2000,Q420aHrs_Sep2000,Q430aHrs_Feb2001,Q420aHrs_Sep2001,Q420aHrs_Feb2002,Q420aHrs_Sep2002,Q420aHrs_Mar2003,Q420aHrs_Sep2003,Q420aHrs,Q420aHrs,Q423aHrs,,,,,
174,JobMnHrsLstWk,mainjob_hrslstwk,,999,Unspecified,Q420aHrs_Feb2000,Q420aHrs_Sep2000,Q430aHrs_Feb2001,Q420aHrs_Sep2001,Q420aHrs_Feb2002,Q420aHrs_Sep2002,Q420aHrs_Mar2003,Q420aHrs_Sep2003,Q420aHrs,Q420aHrs,Q423aHrs,,,,,
175,JobOthHrsLstWk,otherwork_hrslstwk,,888,Not applicable,Q420bHrs_Feb2000,Q420bHrs_Sep2000,Q430bHrs_Feb2001,Q420bHrs_Sep2001,Q420bHrs_Feb2002,Q420bHrs_Sep2002,Q420bHrs_Mar2003,Q420bHrs_Sep2003,Q420bHrs,Q420bHrs,Q423bHrs,,,,,
175,JobOthHrsLstWk,otherwork_hrslstwk,,999,Unspecified,Q420bHrs_Feb2000,Q420bHrs_Sep2000,Q430bHrs_Feb2001,Q420bHrs_Sep2001,Q420bHrs_Feb2002,Q420bHrs_Sep2002,Q420bHrs_Mar2003,Q420bHrs_Sep2003,Q420bHrs,Q420bHrs,Q423bHrs,,,,,
176,JobTotHrsLstWk,totalwork_hrslstwk,,888,Not applicable,Q420cHrs_Feb2000,Q420cHrs_Sep2000,Q430cHrs_Feb2001,Q420cHrs_Sep2001,Q420cHrs_Feb2002,Q420cHrs_Sep2002,Q420cHrs_Mar2003,Q420cHrs_Sep2003,Q420cHrs,Q420cHrs,Q423cHrs,,,,,
176,JobTotHrsLstWk,totalwork_hrslstwk,,999,Unspecified,Q420cHrs_Feb2000,Q420cHrs_Sep2000,Q430cHrs_Feb2001,Q420cHrs_Sep2001,Q420cHrs_Feb2002,Q420cHrs_Sep2002,Q420cHrs_Mar2003,Q420cHrs_Sep2003,Q420cHrs,Q420cHrs,Q423cHrs,,,,,
177,JobMnHrsUsual,mainjob_hrsusual,,888,Not applicable,Q421aUsu_Feb2000,Q421aHrs_Sep2000,Q431aHrs_Feb2001,Q421aHrs_Sep2001,Q421aHrs_Feb2002,Q421aHrs_Sep2002,Q421aHrs_Mar2003,Q421aHrs_Sep2003,Q421aHrs,Q421aHrs,Q424aHrs,,,,,
177,JobMnHrsUsual,mainjob_hrsusual,,999,Unspecified,Q421aUsu_Feb2000,Q421aHrs_Sep2000,Q431aHrs_Feb2001,Q421aHrs_Sep2001,Q421aHrs_Feb2002,Q421aHrs_Sep2002,Q421aHrs_Mar2003,Q421aHrs_Sep2003,Q421aHrs,Q421aHrs,Q424aHrs,,,,,
178,JobOthHrsUsual,otherwork_hrsusual,,888,Not applicable,Q421bUsu_Feb2000,Q421bHrs_Sep2000,Q431bHrs_Feb2001,Q421bHrs_Sep2001,Q421bHrs_Feb2002,Q421bHrs_Sep2002,Q421bHrs_Mar2003,Q421bHrs_Sep2003,Q421bHrs,Q421bHrs,Q424bHrs,,,,,
178,JobOthHrsUsual,otherwork_hrsusual,,999,Unspecified,Q421bUsu_Feb2000,Q421bHrs_Sep2000,Q431bHrs_Feb2001,Q421bHrs_Sep2001,Q421bHrs_Feb2002,Q421bHrs_Sep2002,Q421bHrs_Mar2003,Q421bHrs_Sep2003,Q421bHrs,Q421bHrs,Q424bHrs,,,,,
179,JobTotHrsUsual,totalwork_hrsusual,,888,Not applicable,Q421cUsu_Feb2000,Q421cHrs_Sep2000,Q431cHrs_Feb2001,Q421cHrs_Sep2001,Q421cHrs_Feb2002,Q421cHrs_Sep2002,Q421cHrs_Mar2003,Q421cHrs_Sep2003,Q421cHrs,Q421cHrs,Q424cHrs,,,,,
179,JobTotHrsUsual,totalwork_hrsusual,,999,Unspecified,Q421cUsu_Feb2000,Q421cHrs_Sep2000,Q431cHrs_Feb2001,Q421cHrs_Sep2001,Q421cHrs_Feb2002,Q421cHrs_Sep2002,Q421cHrs_Mar2003,Q421cHrs_Sep2003,Q421cHrs,Q421cHrs,Q424cHrs,,,,,
180,JobFlexHrs,jobflexhrs,,1,He/she can decide fully for him/herself,Q422Flex_Feb2000,Q422Flex_Sep2000,Q432Flex_Feb2001,Q422Flex_Sep2001,Q422Flex_Feb2002,Q422Fixe_Sep2002,Q422Fixe_Mar2003,Q422Fixe_Sep2003,Q422Fixe,Q422Fixe,Q425Fixe,,,,,
180,JobFlexHrs,jobflexhrs,,2,"He/she can decide, but within a limited range (e.g. flexitime)",Q422Flex_Feb2000,Q422Flex_Sep2000,Q432Flex_Feb2001,Q422Flex_Sep2001,Q422Flex_Feb2002,Q422Fixe_Sep2002,Q422Fixe_Mar2003,Q422Fixe_Sep2003,Q422Fixe,Q422Fixe,Q425Fixe,,,,,
180,JobFlexHrs,jobflexhrs,,3,Number of hours are fixed by the employer,Q422Flex_Feb2000,Q422Flex_Sep2000,Q432Flex_Feb2001,Q422Flex_Sep2001,Q422Flex_Feb2002,Q422Fixe_Sep2002,Q422Fixe_Mar2003,Q422Fixe_Sep2003,Q422Fixe,Q422Fixe,Q425Fixe,,,,,
180,JobFlexHrs,jobflexhrs,,4,Don't know,Q422Flex_Feb2000,Q422Flex_Sep2000,Q432Flex_Feb2001,Q422Flex_Sep2001,Q422Flex_Feb2002,Q422Fixe_Sep2002,Q422Fixe_Mar2003,Q422Fixe_Sep2003,Q422Fixe,Q422Fixe,Q425Fixe,,,,,
180,JobFlexHrs,jobflexhrs,,8,Not applicable,Q422Flex_Feb2000,Q422Flex_Sep2000,Q432Flex_Feb2001,Q422Flex_Sep2001,Q422Flex_Feb2002,Q422Fixe_Sep2002,Q422Fixe_Mar2003,Q422Fixe_Sep2003,Q422Fixe,Q422Fixe,Q425Fixe,,,,,
180,JobFlexHrs,jobflexhrs,,9,Unspecified,Q422Flex_Feb2000,Q422Flex_Sep2000,Q432Flex_Feb2001,Q422Flex_Sep2001,Q422Flex_Feb2002,Q422Fixe_Sep2002,Q422Fixe_Mar2003,Q422Fixe_Sep2003,Q422Fixe,Q422Fixe,Q425Fixe,,,,,
181,JobWantMoreHrs,jobwantmorehours,,1,Yes,Q423More_Feb2000,Q423More_Sep2000,Q433More_Feb2001,Q423More_Sep2001,Q423More_Feb2002,Q423More_Sep2002,Q423More_Mar2003,Q423More_Sep2003,Q423More,Q423More,Q426More,,,,,
181,JobWantMoreHrs,jobwantmorehours,,2,No,Q423More_Feb2000,Q423More_Sep2000,Q433More_Feb2001,Q423More_Sep2001,Q423More_Feb2002,Q423More_Sep2002,Q423More_Mar2003,Q423More_Sep2003,Q423More,Q423More,Q426More,,,,,
181,JobWantMoreHrs,jobwantmorehours,,3,Don't know,Q423More_Feb2000,Q423More_Sep2000,Q433More_Feb2001,Q423More_Sep2001,Q423More_Feb2002,Q423More_Sep2002,Q423More_Mar2003,Q423More_Sep2003,Q423More,Q423More,Q426More,,,,,
181,JobWantMoreHrs,jobwantmorehours,,8,Not applicable,Q423More_Feb2000,Q423More_Sep2000,Q433More_Feb2001,Q423More_Sep2001,Q423More_Feb2002,Q423More_Sep2002,Q423More_Mar2003,Q423More_Sep2003,Q423More,Q423More,Q426More,,,,,
181,JobWantMoreHrs,jobwantmorehours,,9,Unspecified,Q423More_Feb2000,Q423More_Sep2000,Q433More_Feb2001,Q423More_Sep2001,Q423More_Feb2002,Q423More_Sep2002,Q423More_Mar2003,Q423More_Sep2003,Q423More,Q423More,Q426More,,,,,
182,StartExtraWk,startextrawork,,1,Yes,Q424WhnX_Feb2000,Q424WhnX_Sep2000,Q434WhnX_Feb2001,Q424WhnX_Sep2001,Q424WhnX_Feb2002,Q424Star_Sep2002,Q424Star_Mar2003,Q424Star_Sep2003,Q424Star,Q424Star,Q427Star,,,,,
182,StartExtraWk,startextrawork,,2,No,Q424WhnX_Feb2000,Q424WhnX_Sep2000,Q434WhnX_Feb2001,Q424WhnX_Sep2001,Q424WhnX_Feb2002,Q424Star_Sep2002,Q424Star_Mar2003,Q424Star_Sep2003,Q424Star,Q424Star,Q427Star,,,,,
182,StartExtraWk,startextrawork,,3,Don't know,Q424WhnX_Feb2000,Q424WhnX_Sep2000,Q434WhnX_Feb2001,Q424WhnX_Sep2001,Q424WhnX_Feb2002,Q424Star_Sep2002,Q424Star_Mar2003,Q424Star_Sep2003,Q424Star,Q424Star,Q427Star,,,,,
182,StartExtraWk,startextrawork,,8,Not applicable,Q424WhnX_Feb2000,Q424WhnX_Sep2000,Q434WhnX_Feb2001,Q424WhnX_Sep2001,Q424WhnX_Feb2002,Q424Star_Sep2002,Q424Star_Mar2003,Q424Star_Sep2003,Q424Star,Q424Star,Q427Star,,,,,
182,StartExtraWk,startextrawork,,9,Unspecified,Q424WhnX_Feb2000,Q424WhnX_Sep2000,Q434WhnX_Feb2001,Q424WhnX_Sep2001,Q424WhnX_Feb2002,Q424Star_Sep2002,Q424Star_Mar2003,Q424Star_Sep2003,Q424Star,Q424Star,Q427Star,,,,,
183,LookExtraWk,lookextrawork,,1,Yes,Q425HntX_Feb2000,Q425HntX_Sep2000,Q435HntX_Feb2001,Q425HntX_Sep2001,Q425HntX_Feb2002,Q425look_Sep2002,Q425look_Mar2003,Q425look_Sep2003,Q425look,Q425look,Q428look,,,,,
183,LookExtraWk,lookextrawork,,2,No,Q425HntX_Feb2000,Q425HntX_Sep2000,Q435HntX_Feb2001,Q425HntX_Sep2001,Q425HntX_Feb2002,Q425look_Sep2002,Q425look_Mar2003,Q425look_Sep2003,Q425look,Q425look,Q428look,,,,,
183,LookExtraWk,lookextrawork,,3,Don't know,Q425HntX_Feb2000,Q425HntX_Sep2000,Q435HntX_Feb2001,Q425HntX_Sep2001,Q425HntX_Feb2002,Q425look_Sep2002,Q425look_Mar2003,Q425look_Sep2003,Q425look,Q425look,Q428look,,,,,
183,LookExtraWk,lookextrawork,,8,Not applicable,Q425HntX_Feb2000,Q425HntX_Sep2000,Q435HntX_Feb2001,Q425HntX_Sep2001,Q425HntX_Feb2002,Q425look_Sep2002,Q425look_Mar2003,Q425look_Sep2003,Q425look,Q425look,Q428look,,,,,
183,LookExtraWk,lookextrawork,,9,Unspecified,Q425HntX_Feb2000,Q425HntX_Sep2000,Q435HntX_Feb2001,Q425HntX_Sep2001,Q425HntX_Feb2002,Q425look_Sep2002,Q425look_Mar2003,Q425look_Sep2003,Q425look,Q425look,Q428look,,,,,
184,ExtraWkEnq,extrawkenquired,,0,Not selected,Q426Hnt1_Feb2000,,,,,,,,,,,,,,,
184,ExtraWkEnq,extrawkenquired,,1,Selected,Q426Hnt1_Feb2000,,,,,,,,,,,,,,,
184,ExtraWkEnq,extrawkenquired,,8,Not applicable,Q426Hnt1_Feb2000,,,,,,,,,,,,,,,
184,ExtraWkEnq,extrawkenquired,,9,Unspecified,Q426Hnt1_Feb2000,,,,,,,,,,,,,,,
185,ExtraWkReg,extrawkregistered,,0,Not selected,Q426Hnt2_Feb2000,,,,,,,,,,,,,,,
185,ExtraWkReg,extrawkregistered,,1,Selected,Q426Hnt2_Feb2000,,,,,,,,,,,,,,,
185,ExtraWkReg,extrawkregistered,,8,Not applicable,Q426Hnt2_Feb2000,,,,,,,,,,,,,,,
185,ExtraWkReg,extrawkregistered,,9,Unspecified,Q426Hnt2_Feb2000,,,,,,,,,,,,,,,
186,ExtraWkAd,extrawkadvertised,,0,Not selected,Q426Hnt3_Feb2000,,,,,,,,,,,,,,,
186,ExtraWkAd,extrawkadvertised,,1,Selected,Q426Hnt3_Feb2000,,,,,,,,,,,,,,,
186,ExtraWkAd,extrawkadvertised,,8,Not applicable,Q426Hnt3_Feb2000,,,,,,,,,,,,,,,
186,ExtraWkAd,extrawkadvertised,,9,Unspecified,Q426Hnt3_Feb2000,,,,,,,,,,,,,,,
187,ExtraWkAssist,extrawkassistance,,0,Not selected,Q426Hnt4_Feb2000,,,,,,,,,,,,,,,
187,ExtraWkAssist,extrawkassistance,,1,Selected,Q426Hnt4_Feb2000,,,,,,,,,,,,,,,
187,ExtraWkAssist,extrawkassistance,,8,Not applicable,Q426Hnt4_Feb2000,,,,,,,,,,,,,,,
187,ExtraWkAssist,extrawkassistance,,9,Unspecified,Q426Hnt4_Feb2000,,,,,,,,,,,,,,,
188,ExtraWkLand,extrawkland,,0,Not selected,Q426Hnt5_Feb2000,,,,,,,,,,,,,,,
188,ExtraWkLand,extrawkland,,1,Selected,Q426Hnt5_Feb2000,,,,,,,,,,,,,,,
188,ExtraWkLand,extrawkland,,8,Not applicable,Q426Hnt5_Feb2000,,,,,,,,,,,,,,,
188,ExtraWkLand,extrawkland,,9,Unspecified,Q426Hnt5_Feb2000,,,,,,,,,,,,,,,
189,ExtraWkStreet,extrawkstreet,,0,Not selected,Q426Hnt6_Feb2000,,,,,,,,,,,,,,,
189,ExtraWkStreet,extrawkstreet,,1,Selected,Q426Hnt6_Feb2000,,,,,,,,,,,,,,,
189,ExtraWkStreet,extrawkstreet,,8,Not applicable,Q426Hnt6_Feb2000,,,,,,,,,,,,,,,
189,ExtraWkStreet,extrawkstreet,,9,Unspecified,Q426Hnt6_Feb2000,,,,,,,,,,,,,,,
190,ExtraWkOther,extrawkother,,0,Not selected,Q426Hnt7_Feb2000,,,,,,,,,,,,,,,
190,ExtraWkOther,extrawkother,,1,Selected,Q426Hnt7_Feb2000,,,,,,,,,,,,,,,
190,ExtraWkOther,extrawkother,,8,Not applicable,Q426Hnt7_Feb2000,,,,,,,,,,,,,,,
190,ExtraWkOther,extrawkother,,9,Unspecified,Q426Hnt7_Feb2000,,,,,,,,,,,,,,,
191,ExtraWkDK,extrawkunknown,,0,Not selected,Q426Hnt8_Feb2000,,,,,,,,,,,,,,,
191,ExtraWkDK,extrawkunknown,,1,Selected,Q426Hnt8_Feb2000,,,,,,,,,,,,,,,
191,ExtraWkDK,extrawkunknown,,8,Not applicable,Q426Hnt8_Feb2000,,,,,,,,,,,,,,,
191,ExtraWkDK,extrawkunknown,,9,Unspecified,Q426Hnt8_Feb2000,,,,,,,,,,,,,,,
192,ExtraWkType,extrawktype,,1,The same work with more hours,Q427TypX_Feb2000,Q427TypX_Sep2000,Q437TypX_Feb2001,Q427TypX_Sep2001,Q427TypX_Feb2002,Q427TypX_Sep2002,Q427TypX_Mar2003,Q427TypX_Sep2003,Q427TypX,Q427TypX,Q430TypX,,,,,
192,ExtraWkType,extrawktype,,2,Different work with more hours,Q427TypX_Feb2000,Q427TypX_Sep2000,Q437TypX_Feb2001,Q427TypX_Sep2001,Q427TypX_Feb2002,Q427TypX_Sep2002,Q427TypX_Mar2003,Q427TypX_Sep2003,Q427TypX,Q427TypX,Q430TypX,,,,,
192,ExtraWkType,extrawktype,,3,Don't know,Q427TypX_Feb2000,Q427TypX_Sep2000,Q437TypX_Feb2001,Q427TypX_Sep2001,Q427TypX_Feb2002,Q427TypX_Sep2002,Q427TypX_Mar2003,Q427TypX_Sep2003,Q427TypX,Q427TypX,Q430TypX,,,,,
192,ExtraWkType,extrawktype,,8,Not applicable,Q427TypX_Feb2000,Q427TypX_Sep2000,Q437TypX_Feb2001,Q427TypX_Sep2001,Q427TypX_Feb2002,Q427TypX_Sep2002,Q427TypX_Mar2003,Q427TypX_Sep2003,Q427TypX,Q427TypX,Q430TypX,,,,,
192,ExtraWkType,extrawktype,,9,Unspecified,Q427TypX_Feb2000,Q427TypX_Sep2000,Q437TypX_Feb2001,Q427TypX_Sep2001,Q427TypX_Feb2002,Q427TypX_Sep2002,Q427TypX_Mar2003,Q427TypX_Sep2003,Q427TypX,Q427TypX,Q430TypX,,,,,
193,Farm,farm,,1,Yes,Q51FarmA_Feb2000,Q51FarmA_Sep2000,Q51FarmA_Feb2001,Q51FarmY_Sep2001,Q51FarmY_Feb2002,Q51FarmA_Sep2002,Q51FarmA_Mar2003,Q51FarmA_Sep2003,Q51FarmA,Q51FarmA,Q61FarmA,,,,,
193,Farm,farm,,2,No,Q51FarmA_Feb2000,Q51FarmA_Sep2000,Q51FarmA_Feb2001,Q51FarmY_Sep2001,Q51FarmY_Feb2002,Q51FarmA_Sep2002,Q51FarmA_Mar2003,Q51FarmA_Sep2003,Q51FarmA,Q51FarmA,Q61FarmA,,,,,
193,Farm,farm,,8,Not applicable,Q51FarmA_Feb2000,Q51FarmA_Sep2000,Q51FarmA_Feb2001,Q51FarmY_Sep2001,Q51FarmY_Feb2002,Q51FarmA_Sep2002,Q51FarmA_Mar2003,Q51FarmA_Sep2003,Q51FarmA,Q51FarmA,Q61FarmA,,,,,
193,Farm,farm,,9,Unspecified,Q51FarmA_Feb2000,Q51FarmA_Sep2000,Q51FarmA_Feb2001,Q51FarmY_Sep2001,Q51FarmY_Feb2002,Q51FarmA_Sep2002,Q51FarmA_Mar2003,Q51FarmA_Sep2003,Q51FarmA,Q51FarmA,Q61FarmA,,,,,
194,FarmJan,farmyrjan1,,0,Not selected,Q52_Jan_Feb2000,,,,,,,,,,,,,,,
194,FarmJan,farmyrjan1,,1,Selected,Q52_Jan_Feb2000,,,,,,,,,,,,,,,
194,FarmJan,farmyrjan1,,8,Not applicable,Q52_Jan_Feb2000,,,,,,,,,,,,,,,
194,FarmJan,farmyrjan1,,9,Unspecified,Q52_Jan_Feb2000,,,,,,,,,,,,,,,
195,FarmFeb,farmyrfeb1,,0,Not selected,Q52_Feb_Feb2000,,,,,,,,,,,,,,,
195,FarmFeb,farmyrfeb1,,1,Selected,Q52_Feb_Feb2000,,,,,,,,,,,,,,,
195,FarmFeb,farmyrfeb1,,8,Not applicable,Q52_Feb_Feb2000,,,,,,,,,,,,,,,
195,FarmFeb,farmyrfeb1,,9,Unspecified,Q52_Feb_Feb2000,,,,,,,,,,,,,,,
196,FarmMar,farmyrmar1,,0,Not selected,Q52_Mar_Feb2000,,,,,,,,,,,,,,,
196,FarmMar,farmyrmar1,,1,Selected,Q52_Mar_Feb2000,,,,,,,,,,,,,,,
196,FarmMar,farmyrmar1,,8,Not applicable,Q52_Mar_Feb2000,,,,,,,,,,,,,,,
196,FarmMar,farmyrmar1,,9,Unspecified,Q52_Mar_Feb2000,,,,,,,,,,,,,,,
197,FarmApr,farmyrapr1,,0,Not selected,Q52_Apr_Feb2000,,,,,,,,,,,,,,,
197,FarmApr,farmyrapr1,,1,Selected,Q52_Apr_Feb2000,,,,,,,,,,,,,,,
197,FarmApr,farmyrapr1,,8,Not applicable,Q52_Apr_Feb2000,,,,,,,,,,,,,,,
197,FarmApr,farmyrapr1,,9,Unspecified,Q52_Apr_Feb2000,,,,,,,,,,,,,,,
198,FarmMay,farmyrmay1,,0,Not selected,Q52_May_Feb2000,,,,,,,,,,,,,,,
198,FarmMay,farmyrmay1,,1,Selected,Q52_May_Feb2000,,,,,,,,,,,,,,,
198,FarmMay,farmyrmay1,,8,Not applicable,Q52_May_Feb2000,,,,,,,,,,,,,,,
198,FarmMay,farmyrmay1,,9,Unspecified,Q52_May_Feb2000,,,,,,,,,,,,,,,
199,FarmJun,farmyrjun1,,0,Not selected,Q52_Jun_Feb2000,,,,,,,,,,,,,,,
199,FarmJun,farmyrjun1,,1,Selected,Q52_Jun_Feb2000,,,,,,,,,,,,,,,
199,FarmJun,farmyrjun1,,8,Not applicable,Q52_Jun_Feb2000,,,,,,,,,,,,,,,
199,FarmJun,farmyrjun1,,9,Unspecified,Q52_Jun_Feb2000,,,,,,,,,,,,,,,
200,FarmJul,farmyrjul1,,0,Not selected,Q52_Jul_Feb2000,,,,,,,,,,,,,,,
200,FarmJul,farmyrjul1,,1,Selected,Q52_Jul_Feb2000,,,,,,,,,,,,,,,
200,FarmJul,farmyrjul1,,8,Not applicable,Q52_Jul_Feb2000,,,,,,,,,,,,,,,
200,FarmJul,farmyrjul1,,9,Unspecified,Q52_Jul_Feb2000,,,,,,,,,,,,,,,
201,FarmAug,farmyraug1,,0,Not selected,Q52_Aug_Feb2000,,,,,,,,,,,,,,,
201,FarmAug,farmyraug1,,1,Selected,Q52_Aug_Feb2000,,,,,,,,,,,,,,,
201,FarmAug,farmyraug1,,8,Not applicable,Q52_Aug_Feb2000,,,,,,,,,,,,,,,
201,FarmAug,farmyraug1,,9,Unspecified,Q52_Aug_Feb2000,,,,,,,,,,,,,,,
202,FarmSep,farmyrsep1,,0,Not selected,Q52_Sept_Feb2000,,,,,,,,,,,,,,,
202,FarmSep,farmyrsep1,,1,Selected,Q52_Sept_Feb2000,,,,,,,,,,,,,,,
202,FarmSep,farmyrsep1,,8,Not applicable,Q52_Sept_Feb2000,,,,,,,,,,,,,,,
202,FarmSep,farmyrsep1,,9,Unspecified,Q52_Sept_Feb2000,,,,,,,,,,,,,,,
203,FarmOct,farmyroct1,,0,Not selected,Q52_Oct_Feb2000,,,,,,,,,,,,,,,
203,FarmOct,farmyroct1,,1,Selected,Q52_Oct_Feb2000,,,,,,,,,,,,,,,
203,FarmOct,farmyroct1,,8,Not applicable,Q52_Oct_Feb2000,,,,,,,,,,,,,,,
203,FarmOct,farmyroct1,,9,Unspecified,Q52_Oct_Feb2000,,,,,,,,,,,,,,,
204,FarmNov,farmyrnov1,,0,Not selected,Q52_Nov_Feb2000,,,,,,,,,,,,,,,
204,FarmNov,farmyrnov1,,1,Selected,Q52_Nov_Feb2000,,,,,,,,,,,,,,,
204,FarmNov,farmyrnov1,,8,Not applicable,Q52_Nov_Feb2000,,,,,,,,,,,,,,,
204,FarmNov,farmyrnov1,,9,Unspecified,Q52_Nov_Feb2000,,,,,,,,,,,,,,,
205,FarmDec,farmyrdec1,,0,Not selected,Q52_Dec_Feb2000,,,,,,,,,,,,,,,
205,FarmDec,farmyrdec1,,1,Selected,Q52_Dec_Feb2000,,,,,,,,,,,,,,,
205,FarmDec,farmyrdec1,,8,Not applicable,Q52_Dec_Feb2000,,,,,,,,,,,,,,,
205,FarmDec,farmyrdec1,,9,Unspecified,Q52_Dec_Feb2000,,,,,,,,,,,,,,,
206,WhyFarm,whyfarm00:1,,1,As a main source of food for the household,Q53YFarm_Feb2000,,,,,,,,,,,,,,,
206,WhyFarm,whyfarm00:1,,2,As the main source of income/earning a living,Q53YFarm_Feb2000,,,,,,,,,,,,,,,
206,WhyFarm,whyfarm00:1,,3,As an extra source of income,Q53YFarm_Feb2000,,,,,,,,,,,,,,,
206,WhyFarm,whyfarm00:1,,4,"As a leisure activity or hobby, e.g. gardening",Q53YFarm_Feb2000,,,,,,,,,,,,,,,
206,WhyFarm,whyfarm00:1,,8,Not applicable,Q53YFarm_Feb2000,,,,,,,,,,,,,,,
206,WhyFarm,whyfarm00:1,,9,Unspecified,Q53YFarm_Feb2000,,,,,,,,,,,,,,,
1004,WhyFarm2,whyfarm,,1,As a main source of food for the household,,Q53YFarm_Sep2000,Q53YFarm_Feb2001,Q53YFarm_Sep2001,Q53YFarm_Feb2002,Q53FarmW_Sep2002,Q53FarmW_Mar2003,Q53FarmW_Sep2003,Q53FarmW,Q53FarmW,Q63FarmW,,,,,
1004,WhyFarm2,whyfarm,,2,As a main source of income/earning a living,,Q53YFarm_Sep2000,Q53YFarm_Feb2001,Q53YFarm_Sep2001,Q53YFarm_Feb2002,Q53FarmW_Sep2002,Q53FarmW_Mar2003,Q53FarmW_Sep2003,Q53FarmW,Q53FarmW,Q63FarmW,,,,,
1004,WhyFarm2,whyfarm,,3,As an extra source of income,,Q53YFarm_Sep2000,Q53YFarm_Feb2001,Q53YFarm_Sep2001,Q53YFarm_Feb2002,Q53FarmW_Sep2002,Q53FarmW_Mar2003,Q53FarmW_Sep2003,Q53FarmW,Q53FarmW,Q63FarmW,,,,,
1004,WhyFarm2,whyfarm,,4,As an extra source of food for the household,,Q53YFarm_Sep2000,Q53YFarm_Feb2001,Q53YFarm_Sep2001,Q53YFarm_Feb2002,Q53FarmW_Sep2002,Q53FarmW_Mar2003,Q53FarmW_Sep2003,Q53FarmW,Q53FarmW,Q63FarmW,,,,,
1004,WhyFarm2,whyfarm,,5,"As a leisure activity or hobby, e.g. gardening",,Q53YFarm_Sep2000,Q53YFarm_Feb2001,Q53YFarm_Sep2001,Q53YFarm_Feb2002,Q53FarmW_Sep2002,Q53FarmW_Mar2003,Q53FarmW_Sep2003,Q53FarmW,Q53FarmW,Q63FarmW,,,,,
1004,WhyFarm2,whyfarm,,8,Not applicable,,Q53YFarm_Sep2000,Q53YFarm_Feb2001,Q53YFarm_Sep2001,Q53YFarm_Feb2002,Q53FarmW_Sep2002,Q53FarmW_Mar2003,Q53FarmW_Sep2003,Q53FarmW,Q53FarmW,Q63FarmW,,,,,
1004,WhyFarm2,whyfarm,,9,Unspecified,,Q53YFarm_Sep2000,Q53YFarm_Feb2001,Q53YFarm_Sep2001,Q53YFarm_Feb2002,Q53FarmW_Sep2002,Q53FarmW_Mar2003,Q53FarmW_Sep2003,Q53FarmW,Q53FarmW,Q63FarmW,,,,,
208,JobIndustryC,jobindcode,,1,"Agriculture, hunting, forestry and fishing",Indus_Feb2000,Indus_Sep2000,Indus_Feb2001,Indus_Sep2001,Indus_Feb2002,Indus_Sep2002,Indus_Mar2003,Indus_Sep2003,Indus,Indus,Indus,,,,,
208,JobIndustryC,jobindcode,,2,Mining and quarrying,Indus_Feb2000,Indus_Sep2000,Indus_Feb2001,Indus_Sep2001,Indus_Feb2002,Indus_Sep2002,Indus_Mar2003,Indus_Sep2003,Indus,Indus,Indus,,,,,
208,JobIndustryC,jobindcode,,3,Manufacturing,Indus_Feb2000,Indus_Sep2000,Indus_Feb2001,Indus_Sep2001,Indus_Feb2002,Indus_Sep2002,Indus_Mar2003,Indus_Sep2003,Indus,Indus,Indus,,,,,
208,JobIndustryC,jobindcode,,4,"Electricity, gas and water supply",Indus_Feb2000,Indus_Sep2000,Indus_Feb2001,Indus_Sep2001,Indus_Feb2002,Indus_Sep2002,Indus_Mar2003,Indus_Sep2003,Indus,Indus,Indus,,,,,
208,JobIndustryC,jobindcode,,5,Construction,Indus_Feb2000,Indus_Sep2000,Indus_Feb2001,Indus_Sep2001,Indus_Feb2002,Indus_Sep2002,Indus_Mar2003,Indus_Sep2003,Indus,Indus,Indus,,,,,
208,JobIndustryC,jobindcode,,6,Wholesale and retail trade,Indus_Feb2000,Indus_Sep2000,Indus_Feb2001,Indus_Sep2001,Indus_Feb2002,Indus_Sep2002,Indus_Mar2003,Indus_Sep2003,Indus,Indus,Indus,,,,,
208,JobIndustryC,jobindcode,,7,"Transport, storage and communication",Indus_Feb2000,Indus_Sep2000,Indus_Feb2001,Indus_Sep2001,Indus_Feb2002,Indus_Sep2002,Indus_Mar2003,Indus_Sep2003,Indus,Indus,Indus,,,,,
